MeasDate,PM10,O3,NO2,CO,SO2,TEMP,RAIN,WIND,WIND_DIR,HUMIDITY,ATM_PRESS,SNOW,CLOUD
2020-03-26,48,0.027,0.035,0.5,0.003,14.46,0.1,1.85,88,50.7,1005.5,0,6.71
2020-03-27,41,0.029,0.013,0.4,0.003,12.61,1.2,3.2,279,62,1002.3,0,5.92
2020-03-28,29,0.034,0.008,0.3,0.003,7.78,0,3.28,308,17.9,1010.7,0,5.33
2020-03-29,37,0.027,0.019,0.4,0.003,8.51,0,1.94,169,29.5,1011,0,0.92
2020-03-30,47,0.021,0.036,0.5,0.004,10.07,0,1.85,215,37.8,1010.1,0,0.5
2020-03-31,45,0.021,0.039,0.5,0.003,11.49,0,1.87,212,34.7,1007.5,0,5.04
2020-04-01,59,0.039,0.016,0.4,0.003,11.74,0,3.86,255,34.2,1004.1,0,5.21
2020-04-02,36,0.025,0.027,0.5,0.003,9.17,0,2.28,180,42.7,1011.4,0,1.96
2020-04-03,53,0.028,0.027,0.5,0.003,10,0,2.52,257,53,1010.8,0,1.21
2020-04-04,60,0.035,0.013,0.4,0.003,9.08,0,3.53,286,40.7,1008.3,0,0.88
2020-04-05,40,0.034,0.013,0.4,0.003,7.09,0,2.82,278,26.6,1011.7,0,0
2020-04-06,49,0.023,0.032,0.5,0.003,9.09,0,2.39,216,38.8,1010.3,0,2.92
2020-04-07,52,0.029,0.025,0.5,0.004,10.59,0,2.48,260,59.1,1005.6,0,2.46
2020-04-08,38,0.033,0.012,0.4,0.003,9.47,0,3.43,306,25.5,1007.3,0,0
2020-04-09,41,0.032,0.016,0.4,0.003,8.96,0,2.93,283,41.7,1011.3,0,1.42
2020-04-10,39,0.028,0.024,0.5,0.003,10.64,0,2.48,201,52.7,1014,0,4.17
2020-04-11,33,0.029,0.021,0.4,0.003,9.98,0,2.45,262,63.3,1009.8,0,5
2020-04-12,29,0.031,0.014,0.4,0.002,9.88,0,3.72,110,60.5,1004.5,0,3
2020-04-13,19,0.032,0.016,0.3,0.002,11.93,0,3.18,118,39.9,1003.8,0,2.54
2020-04-14,47,0.031,0.033,0.5,0.004,13.03,0,2.28,253,47.2,1006.1,0,0.79
2020-04-15,54,0.038,0.032,0.5,0.003,13.1,0,2.08,230,40,1004.7,0,4.75
2020-04-16,48,0.036,0.031,0.5,0.003,15.7,0,2.23,173,39.4,1006,0,3.21
2020-04-17,39,0.024,0.025,0.4,0.002,12.69,0.5,2.33,151,73.9,1002.7,0,8.21
2020-04-18,22,0.029,0.014,0.4,0.002,13.35,0,2.62,296,69.4,1005.3,0,2.33
2020-04-19,22,0.024,0.018,0.4,0.002,12.38,1.14,2.71,91,74.6,1004.8,0,9.33
2020-04-20,12,0.03,0.016,0.4,0.002,10.24,0.02,3.33,207,75.3,1000.3,0,8
2020-04-21,28,0.03,0.012,0.3,0.002,7.59,0,4.56,284,50.8,1003.6,0,4.42
2020-04-22,68,0.026,0.009,0.3,0.002,6.04,0,4.13,300,45.6,1005.8,0,4
2020-04-23,37,0.027,0.012,0.3,0.002,7.7,0,3.6,288,48,1005.6,0,1.38
2020-04-24,34,0.03,0.02,0.4,0.003,9.56,0,3.91,241,55.3,1003.4,0,1.17
2020-04-25,49,0.042,0.015,0.4,0.003,13.2,0,3.81,261,53.3,999.2,0,2.92
2020-04-26,25,0.034,0.01,0.3,0.003,12.28,0,3.02,288,44.3,1006.5,0,1.54
2020-04-27,28,0.03,0.019,0.4,0.003,12.85,0,2.85,304,50.3,1009.2,0,3.46
2020-04-28,32,0.034,0.023,0.4,0.003,13.69,0,3.08,268,47.8,1009.5,0,0
2020-04-29,40,0.037,0.026,0.5,0.003,14.88,0,2.51,231,51.4,1009,0,0.25
2020-04-30,34,0.034,0.025,0.4,0.003,16.6,0,2.67,215,54.1,1005.9,0,4.08
2020-05-01,49,0.037,0.012,0.4,0.003,20.12,0,2.69,252,73.2,1003,0,6.42
2020-05-02,44,0.027,0.012,0.4,0.002,20.24,0,2.2,242,80,1001.8,0,8.96
2020-05-03,25,0.03,0.013,0.4,0.002,21.64,0,1.96,152,69.8,996.1,0,6.88
2020-05-04,30,0.03,0.019,0.4,0.003,20.7,0,2.62,273,63.7,997.6,0,4.79
2020-05-05,29,0.022,0.025,0.5,0.003,16.18,0,2.01,185,67.6,1001.4,0,5.42
2020-05-06,28,0.031,0.025,0.4,0.003,18.99,0,2.1,168,52.8,1003.4,0,0.58
2020-05-07,23,0.035,0.024,0.4,0.003,20.59,0,2.45,155,32.9,1007,0,6.29
2020-05-08,23,0.033,0.025,0.4,0.003,20.33,0.33,2.34,180,29.3,1004.6,0,7.58
2020-05-09,14,0.024,0.017,0.4,0.002,14.33,1.02,3.56,136,93.2,995.6,0,10
2020-05-10,26,0.033,0.013,0.5,0.002,14.28,0.16,2.65,248,89.1,996.6,0,9.29
2020-05-11,92,0.034,0.018,0.5,0.002,16.65,0.03,2.96,276,60.8,998,0,7.5
2020-05-12,34,0.029,0.016,0.4,0.002,14.18,2,2.98,245,70.9,994.7,0,4.38
2020-05-13,26,0.023,0.024,0.4,0.003,15.99,0,2.85,265,49.6,1004.6,0,0.33
2020-05-14,35,0.022,0.034,0.5,0.003,18.7,0,1.92,141,36.1,1006.4,0,8.08
2020-05-15,31,0.018,0.03,0.4,0.003,16.44,0.57,2.86,108,76.3,999.3,0,9.96
2020-05-16,21,0.021,0.021,0.5,0.002,16.68,0.18,1.58,207,90.7,996.6,0,9.38
2020-05-17,37,0.028,0.017,0.5,0.002,18.78,0,1.87,198,80.6,995.5,0,7.04
2020-05-18,39,0.025,0.024,0.5,0.002,19.46,3.31,2.54,181,80.1,989.1,0,8.42
2020-05-19,13,0.024,0.012,0.4,0.002,13.34,1.9,3.3,110,75.2,989.9,0,8.29
2020-05-20,6,0.02,0.015,0.3,0.002,14.13,0,1.86,88,59.8,1001.2,0,7
2020-05-21,23,0.021,0.025,0.4,0.003,17.02,0,2.01,185,56.7,1004.4,0,3.46
2020-05-22,46,0.026,0.031,0.5,0.004,18.58,0,1.97,181,67.3,1002.9,0,8.17
2020-05-23,50,0.022,0.023,0.5,0.003,20.06,0,2.19,268,65.9,1001.1,0,6.88
2020-05-24,,,,,,17.48,1.45,2.85,257,83.3,999.4,0,8.21
2020-05-25,45,0.038,0.034,0.6,0.003,16.7,0,2.07,274,80.2,1002.3,0,8.17
2020-05-26,38,0.031,0.023,0.5,0.003,16.18,0.3,2.18,278,81.1,999.6,0,7.83
2020-05-27,19,0.039,0.016,0.4,0.003,17.37,0,2.58,294,69.8,999.3,0,2.21
2020-05-28,27,0.04,0.025,0.4,0.003,18.6,0,1.87,225,63,999.4,0,4.67
2020-05-29,31,0.035,0.024,0.4,0.003,20.54,0,1.98,258,65.4,1004.5,0,1.33
2020-05-30,33,0.046,0.026,0.5,0.003,22.63,0,1.85,168,57.3,1006.2,0,1.92
2020-05-31,37,0.048,0.018,0.4,0.003,21.31,0.2,2.38,217,61.5,1001.9,0,7.29
2020-06-01,18,0.035,0.015,0.3,0.002,19.84,0.2,3.38,288,65.2,999.7,0,4.42
2020-06-02,22,0.024,0.029,0.4,0.003,17.9,0.63,2.11,189,69,997.9,0,8.75
2020-06-03,43,0.042,0.019,0.5,0.002,21.84,0.1,2.38,233,73.4,994.1,0,5.42
2020-06-04,45,0.036,0.017,0.4,0.002,21.91,0.02,2.68,266,79.9,994,0,8.04
2020-06-05,39,0.037,0.02,0.4,0.002,22.86,0,1.96,270,71.5,997.1,0,5.96
2020-06-06,50,0.05,0.023,0.5,0.003,24.58,0,1.98,183,63.6,998,0,2.92
2020-06-07,42,0.041,0.014,0.4,0.003,22.87,0,2.34,266,68.5,1001.6,0,3.88
2020-06-08,38,0.037,0.021,0.4,0.003,24.78,0,2.14,240,65.5,1004.5,0,2.79
2020-06-09,43,0.038,0.025,0.4,0.003,26.6,0,2.25,246,52.4,1004.4,0,2.42
2020-06-10,40,0.026,0.028,0.4,0.003,26.07,1,2.09,235,60,999.7,0,8.5
2020-06-11,25,0.028,0.014,0.3,0.003,25.93,0.1,2.24,227,70,993.8,0,6.17
2020-06-12,41,0.019,0.036,0.5,0.004,24.86,0,1.8,254,67.4,995,0,8.08
2020-06-13,47,0.05,0.025,0.5,0.004,26.74,0,1.92,209,53.3,994.5,0,5.38
2020-06-14,35,0.042,0.012,0.4,0.003,24.45,0.22,2.85,264,68.5,993.9,0,5
2020-06-15,23,0.036,0.018,0.4,0.003,22.78,0,2.68,263,62.9,996.4,0,5.08
2020-06-16,52,0.062,0.02,0.6,0.003,24.3,0,2.19,260,63.2,995.8,0,6.58
2020-06-17,46,0.044,0.026,0.6,0.005,24.4,0,2.04,203,59.8,995.3,0,7.17
2020-06-18,31,0.037,0.024,0.5,0.004,23.31,0,1.56,200,61.2,993.3,0,9.29
2020-06-19,21,0.036,0.015,0.4,0.003,24.79,0.03,2.2,172,61.5,995.9,0,7.38
2020-06-20,35,0.038,0.021,0.5,0.003,24.9,0,2.13,242,62.7,1000,0,1.58
2020-06-21,30,0.042,0.014,0.4,0.003,25.82,0,1.96,254,59.8,998.2,0,0.29
2020-06-22,36,0.041,0.021,0.5,0.003,28.33,0,2.13,253,52.3,997.9,0,1.17
2020-06-23,37,0.038,0.032,0.5,0.004,27.29,0,1.96,251,52.5,998.6,0,7.04
2020-06-24,30,0.024,0.028,0.5,0.003,22.83,1.92,2.63,74,79.9,993.6,0,9.96
2020-06-25,13,0.023,0.019,0.5,0.003,21.54,0.76,2.21,163,91.2,991.7,0,10
2020-06-26,19,0.039,0.016,0.4,0.003,21.66,0.41,3.12,228,84,996,0,8.73
2020-06-27,22,0.044,0.017,0.4,0.004,23.94,0,1.93,217,69.8,995.8,0,6.21
2020-06-28,27,0.044,0.009,0.4,0.003,25.03,0,2.35,283,71.3,994.7,0,2.63
2020-06-29,36,0.026,0.028,0.6,0.003,24.06,1.26,2.48,103,75.5,992.9,0,7.58
2020-06-30,6,0.039,0.009,0.3,0.002,20.6,5.6,4,50,92,983.8,0,10
